declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Coteaux du Haut-Koenigsbourg;COHK;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B066D71;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Coteaux du Haut-Koenigsbourg;COHK;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B066D61;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Klevener de Heiligenstein;KLEV;Blanc;blanc;Klevener de Heiligenstein;KL;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B054S 1;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Ottrott;OTTR;Rouge;rouge;Pinot Noir;PR;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1R058S 1;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Rodern;RODE;Rouge;rouge;Pinot Noir;PR;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1R059S 1;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Saint Hippolyte;STHI;Rouge;rouge;Pinot Noir;PR;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1R060S 1;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Vallée Noble;NOBL;Blanc;blanc;Riesling;RI;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062S04;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Vallée Noble;NOBL;Blanc;blanc;Riesling;RI;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062D74;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Vallée Noble;NOBL;Blanc;blanc;Riesling;RI;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062D64;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Vallée Noble;NOBL;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062S03;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Vallée Noble;NOBL;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062D73;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Vallée Noble;NOBL;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062D63;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Vallée Noble;NOBL;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062S01;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Vallée Noble;NOBL;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062D71;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Vallée Noble;NOBL;Blanc;blanc;Gewurztraminer;GW;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B062D61;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Val Saint Grégoire;STGR;Blanc;blanc;Auxerrois;AU;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B063S0A;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Val Saint Grégoire;STGR;Blanc;blanc;Pinot Blanc;PB;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B063S06;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;;DEFAUT;Val Saint Grégoire;STGR;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B063S03;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;VT;VT;Val Saint Grégoire;STGR;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B063D73;cepage;;%a% %l% %ce% %m%;certification
declaration;AOC;AOC_ALSACE;;TRANQ;Alsace Communale;COMMUNALE;SGN;SGN;Val Saint Grégoire;STGR;Blanc;blanc;Pinot Gris;PG;;L387;Vins Tranquilles;3,77;2015-08-01;G;7,38;2015-08-01;C;;;;;;;;;;;1B063D63;cepage;;%a% %l% %ce% %m%;certification
